Index,id,Keyword,name,address,street_address,city,state,zipcode,Plus_Code,website,phone,email,Facebook,Twitter,Instagram,Lat,Lng,Verification_Text,Category,Rating,Reviews,profile_photo,Sub_Title,Pricing,Amenities,Description,Summary,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,External_Urls,Photo_Tags,URL
441,343,"Baldwin County, Alabama Electrician",Mobile Electrician Services,"63 S Royal St Ste 710, Mobile, AL 36602",63 S Royal St Ste 710,Mobile,AL,36602,"MXR5+HW Mobile, Alabama",business.site,(251) 255-4565,default@example.com,,,,"30,6913899","-88,0402368",,Electrician,,,https://lh5.googleusercontent.com/p/AF1QipPb5mxrHHlcVQK7jnjk-kwJybBg6d_n-IAXSBWD=w471-h240-k-no,,,,,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Mobile+Electrician+Services/@29.5394666,-88.9530049,6z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a4fc486041465:0xe96b7038530092b2!8m2!3d30.6913899!4d-88.0402368?hl=en"
442,337,"Baldwin County, Alabama Electrician",Edison Electricians of Mobile,"169 Dauphin St Ste 119, Mobile, AL 36602",169 Dauphin St Ste 119,Mobile,AL,36602,"MXR4+GX Mobile, Alabama",,(251) 257-3825,default@example.com,,,,"30,691339","-88,0425789",Claim this business,Electrician,5,3,//geo3.ggpht.com/cbk?panoid=p-t4uP5xy7-atyJAf8Cu1w&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=164.46042&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Edison+Electricians+of+Mobile/@29.5394666,-88.9530049,6z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a4fcad593fcdb:0x8289db2d15f3f33!8m2!3d30.691339!4d-88.0425789?hl=en"
443,335,"Baldwin County, Alabama Electrician",Cab Electric Co,"2504 SpringHill Ave, Mobile, AL 36607",2504 SpringHill Ave,Mobile,AL,36607,"MWV2+XQ Mobile, Alabama",,(251) 478-1577,default@example.com,,,,"30,694879","-88,098003",Claim this business,Electrician,,,//geo3.ggpht.com/cbk?panoid=RjatCQeAAPkIQkjhB6p9fg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=35.584587&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Cab+Electric+Co/@29.5394666,-88.9530049,6z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a4df9ae03ca0f:0xd36fdc09ecbc550f!8m2!3d30.694879!4d-88.098003?hl=en"
444,334,"Baldwin County, Alabama Electrician",Bowden & Associates Electric Co,"420 Thompson Blvd, Chickasaw, AL 36611",420 Thompson Blvd,Chickasaw,AL,36611,"QW74+FC Chickasaw, Alabama",,(251) 452-8300,default@example.com,,,,"30,7636849","-88,0939878",Claim this business,Electrician,"3,3",4,//geo2.ggpht.com/cbk?panoid=KEt7JxpTeny7Q27lO3XyzA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=6.061949&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Bowden+%26+Associates+Electric+Co/@29.5394666,-88.9530049,6z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a53de8cf6cedb:0xb6a281bd36cee1b2!8m2!3d30.7636849!4d-88.0939878?hl=en"
445,330,"Baldwin County, Alabama Electrician",Electric Power Services and Construction LLC,"200 W 36th Ave Unit B, Gulf Shores, AL 36542",200 W 36th Ave Unit B,Gulf Shores,AL,36542,"78X7+52 Gulf Shores, Alabama",gulfshoreselectrician.com,(251) 377-7796,default@example.com,,,,"30,2979621","-87,6874085",,Electrician,5,6,https://lh5.googleusercontent.com/p/AF1QipNU0E1LpIq1_Zag_U_k4RAw5vJr6_mHmH-U7bvv=w408-h598-k-no,,,,,,8:30AM–5PM,8:30AM–5PM,8:30AM–5PM,8:30AM–5PM,8:30AM–5PM,Closed,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Electric+Power+Services+and+Construction+LLC/@29.5394666,-88.9530049,6z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a059e53009e01:0xf82c6070f4dbaa5b!8m2!3d30.2979621!4d-87.6874085?hl=en"
446,321,"Baldwin County, Alabama Electrician",A Jackson Electrical-Plumbing,"22655 Ridgewood Dr, Robertsdale, AL 36567",22655 Ridgewood Dr,Robertsdale,AL,36567,"H74X+45 Robertsdale, Alabama",,(251) 947-6985,default@example.com,,,,"30,555259","-87,702066",Claim this business,Plumber,,,//geo3.ggpht.com/cbk?panoid=Zv5sTvArUuWLl0FJesNntQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=265.26236&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/A+Jackson+Electrical-Plumbing/@30.766819,-88.7301275,8z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a6d818ccf8781:0x8e80e0589d24e327!8m2!3d30.555259!4d-87.702066?hl=en"
447,318,"Baldwin County, Alabama Electrician",Phoenix Lighting & Electrical,"11020 McKenzie Rd, Fairhope, AL 36532",11020 McKenzie Rd,Fairhope,AL,36532,"C5C7+QV Fairhope, Alabama",,(251) 599-6568,default@example.com,,,,"30,4219279","-87,8352702",,Electrician,5,4,//geo1.ggpht.com/cbk?panoid=RnYS25P4teLKDpe8he7ruQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=167.8491&pitch=0&thumbfov=100,,,,,,6AM–6PM,6AM–6PM,6AM–6PM,6AM–6PM,6AM–6PM,8AM–5PM,8AM–5PM,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Phoenix+Lighting+%26+Electrical/@30.766819,-88.7301275,8z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a15f346a2f17d:0x11d59f14062f52eb!8m2!3d30.4219279!4d-87.8352702?hl=en"
448,317,"Baldwin County, Alabama Electrician",Southern Pine Electric,"55082 Lottie Rd, Perdido, AL 36562",55082 Lottie Rd,Perdido,AL,36562,"29GH+QP Perdido, Alabama",,(251) 937-9866,default@example.com,,,,"31,0269169","-87,6206551",Claim this business,Electrician,,,//geo1.ggpht.com/cbk?panoid=io--tn1xRNiZyVq9v__P7A&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=116.14702&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Southern+Pine+Electric/@30.766819,-88.7301275,8z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a849db0fba431:0xe2a8909fb1c520cc!8m2!3d31.0269169!4d-87.6206551?hl=en"
449,312,"Baldwin County, Alabama Electrician",EM Electrical LLC,"26374 Pollard Rd B, Daphne, AL 36526",26374 Pollard Rd B,Daphne,AL,36526,"J457+RW Daphne, Alabama",,(251) 660-4487,default@example.com,,,,"30,6096092","-87,8851514",Claim this business,Electrical installation service,,,//geo0.ggpht.com/cbk?panoid=F0b2mKwBYlFL0YSD1ycGUg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=95.5459&pitch=0&thumbfov=100,,,,,,8:30AM–5PM,8:30AM–5PM,8:30AM–5PM,8:30AM–5PM,8:30AM–5PM,Closed,Closed,,"All, Street View & 360°","https://www.google.com/maps/place/EM+Electrical+LLC/@30.766819,-88.7301275,8z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a422f44ed071d:0x8d8a0d455d4419fe!8m2!3d30.6096092!4d-87.8851514?hl=en"
450,308,"Baldwin County, Alabama Electrician",AEC Electric Co,"Elberta, AL 36530",,Elberta,AL,36530,,,(251) 986-7761,default@example.com,,,,"30,4143646","-87,5977615",Claim this business,Electrician,,,//geo2.ggpht.com/cbk?panoid=tGdYSB78SDkSdlwa92lHzA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=18.42253&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/AEC+Electric+Co/@30.6419937,-88.258195,9z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a0bdff2ee4fdb:0xe73cd06d568a943f!8m2!3d30.4143646!4d-87.5977615?hl=en"
451,307,"Baldwin County, Alabama Electrician",Hamner Electrical Services,"8540 Wolf Bay Ln, Foley, AL 36535",8540 Wolf Bay Ln,Foley,AL,36535,"89XP+GR Foley, Alabama",,(205) 233-0569,default@example.com,,,,"30,3488347","-87,6128911",,Electrician,5,3,https://lh5.googleusercontent.com/p/AF1QipNlB2mL0dbdOtYvNpVnoC1RwIn0C_Tlyw_0PAh0=w426-h240-k-no,,,,,,7AM–5PM,7AM–5PM,7AM–5PM,7AM–5AM,7AM–5PM,7AM–5PM,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Hamner+Electrical+Services/@30.6419937,-88.258195,9z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a0936ba0f8253:0xc2a4d665ca0ffb64!8m2!3d30.3488347!4d-87.6128911?hl=en"
452,305,"Baldwin County, Alabama Electrician",Hillcrest Electric Inc,"30989 Jay Dr, Spanish Fort, AL 36527",30989 Jay Dr,Spanish Fort,AL,36527,"M4G9+HM Spanish Fort, Alabama",,(251) 626-4528,default@example.com,,,,"30,6764389","-87,880762",Claim this business,Electrician,,,//geo0.ggpht.com/cbk?panoid=pE-d9YsVcy4pKInwE5V8Jg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=260.41943&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Hillcrest+Electric+Inc/@30.6419937,-88.258195,9z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a686c09db5b55:0x881924f0f78920f9!8m2!3d30.6764389!4d-87.880762?hl=en"
453,304,"Baldwin County, Alabama Electrician",D B Electric,"5724 Bear Point Ave, Orange Beach, AL 36561",5724 Bear Point Ave,Orange Beach,AL,36561,"8F5H+J2 Orange Beach, Alabama",,(251) 981-8574,default@example.com,,,,"30,3090082","-87,5224354",Claim this business,Electrician,"3,2",6,//geo0.ggpht.com/cbk?panoid=7ntSTVrFWBtqPF2oLc37zw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=94.34904&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/D+B+Electric/@30.6419937,-88.258195,9z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x8890a80d81767857:0xd498b229b0788c8!8m2!3d30.3090082!4d-87.5224354?hl=en"
454,303,"Baldwin County, Alabama Electrician",Overstreet Electric,"43353 Overstreet Rd, Bay Minette, AL 36507",43353 Overstreet Rd,Bay Minette,AL,36507,"V74F+JJ Bay Minette, Alabama",business.site,(251) 401-4498,default@example.com,,,,"30,856503","-87,7259003",,Electrical installation service,5,4,https://lh5.googleusercontent.com/p/AF1QipNpk9WH8UVR_KeyXLQnGOLeNzO0EElGUuIqCwho=w408-h306-k-no,,,,,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Overstreet+Electric/@30.6419937,-88.258195,9z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a63e2303dfe1d:0x20102357176c87bb!8m2!3d30.856503!4d-87.7259003?hl=en"
455,301,"Baldwin County, Alabama Electrician",J P Electric Services Inc,"19475 Liberty Rd, Fairhope, AL 36532",19475 Liberty Rd,Fairhope,AL,36532,"G35P+CP Fairhope, Alabama",jpelectricsvcs.com,(251) 510-1064,default@example.com,,,,"30,50861","-87,913216",Claim this business,Electrician,,,//geo2.ggpht.com/cbk?panoid=sB3TgEO7Isb6--0MyQNyFQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=232.75737&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/J+P+Electric+Services+Inc/@30.6419937,-88.258195,9z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a3f60632f58cd:0xd031175c839957b5!8m2!3d30.50861!4d-87.913216?hl=en"
456,299,"Baldwin County, Alabama Electrician",KES Electric Services,"215 W Rosetta Ave, Foley, AL 36535",215 W Rosetta Ave,Foley,AL,36535,"C8F7+5C Foley, Alabama",,(251) 943-3875,default@example.com,,,,"30,422992","-87,686425",Claim this business,Electrician,,,//geo0.ggpht.com/cbk?panoid=Chs60WkYwiL3pex1c_ElNw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=180.90527&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/KES+Electric+Services/@30.6419937,-88.258195,9z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a0de4e9e89f33:0x499b0ff3636d1438!8m2!3d30.422992!4d-87.686425?hl=en"
457,298,"Baldwin County, Alabama Electrician",Weaver Electric,"23087 A Blackwater Ln, Robertsdale, AL 36567",23087 A Blackwater Ln,Robertsdale,AL,36567,"H86F+PC Robertsdale, Alabama",,(251) 200-6442,default@example.com,,,,"30,5617534","-87,6763996",,Electrician,"4,5",8,https://lh5.googleusercontent.com/p/AF1QipNxOQBoD_eEjDssj6oizFKAAOnuKDyZQRNQTmNX=w409-h240-k-no,,,,,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Weaver+Electric/@30.6419937,-88.258195,9z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a73dc5b73bc49:0x2ec47de70b9bb43e!8m2!3d30.5617534!4d-87.6763996?hl=en"
458,297,"Baldwin County, Alabama Electrician",East Bay Electrical Services LLC,"10860 Danne Ln, Fairhope, AL 36532",10860 Danne Ln,Fairhope,AL,36532,"F576+48 Fairhope, Alabama",,(251) 928-5708,default@example.com,,,,"30,462829","-87,839175",Claim this business,Electrician,5,1,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,,,,,,,"https://www.google.com/maps/place/East+Bay+Electrical+Services+LLC/@30.6419937,-88.258195,9z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a159e144cff23:0x52647fa0d1094bef!8m2!3d30.462829!4d-87.839175?hl=en"
459,296,"Baldwin County, Alabama Electrician","General Electrical Maintenance Services,LLC","4630 Pine Blvd, Orange Beach, AL 36561",4630 Pine Blvd,Orange Beach,AL,36561,"79VW+7G Orange Beach, Alabama",,(251) 981-2820,default@example.com,,,,"30,293199","-87,603632",,Electrician,5,3,https://lh5.googleusercontent.com/p/AF1QipNV0LgYfFSMX_luXOjLsI7xq0HoQPkUAxZdIhkW=w425-h240-k-no,,,,,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/General+Electrical+Maintenance+Services,LLC/@30.6419937,-88.258195,9z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a066bfecffed7:0xe76f2435c0ce338c!8m2!3d30.293199!4d-87.603632?hl=en"
460,295,"Baldwin County, Alabama Electrician",T & J Electrical Co Inc,"26115 Pereido Beach Blvd # 4C, Orange Beach, AL 36561",26115 Pereido Beach Blvd # 4C,Orange Beach,AL,36561,"7CC9+9W Orange Beach, Alabama",,(251) 981-9904,default@example.com,,,,"30,2709681","-87,5801599",Claim this business,Electrician,,,//geo2.ggpht.com/cbk?panoid=eo0IRETZNVSWpcvv-NZnvg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=281.76895&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/T+%26+J+Electrical+Co+Inc/@30.2709681,-88.1404626,9z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a07c1734298ab:0x29355f777e0b4ba8!8m2!3d30.2709681!4d-87.5801599?hl=en"
461,294,"Baldwin County, Alabama Electrician",Holk Electric,"25219 Canal Rd, Orange Beach, AL 36561",25219 Canal Rd,Orange Beach,AL,36561,"7CR4+R6 Orange Beach, Alabama",,(251) 981-4632,default@example.com,,,,"30,292094","-87,594417",Claim this business,Electrician,5,4,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,,,,,,,"https://www.google.com/maps/place/Holk+Electric/@30.6419937,-88.258195,9z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a0643faf50c85:0x38ec1bdca9de4cb3!8m2!3d30.292094!4d-87.594417?hl=en"
462,293,"Baldwin County, Alabama Electrician",Bay Shore Electric,"Fairhope, AL 36533",,Fairhope,AL,36533,,,(251) 583-5873,default@example.com,,,,"30,52","-87,9",Claim this business,Electrician,4,4,//geo2.ggpht.com/cbk?panoid=x8yjZPa2lAaErR8aM9128A&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=340.79953&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Bay+Shore+Electric/@30.6419937,-88.258195,9z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a4085cc166a63:0xdd570b117256ccf3!8m2!3d30.52!4d-87.9?hl=en"
463,291,"Baldwin County, Alabama Electrician",Moody's Electric Inc.,"40150 AL-59, Bay Minette, AL 36507",40150 AL-59,Bay Minette,AL,36507,"R66H+5X Bay Minette, Alabama",moodyselectric.net,(251) 937-0678,default@example.com,,,,"30,8103856","-87,7700139",Claim this business,Electrician,"3,8",13,//geo0.ggpht.com/cbk?panoid=6fSVY7l_H2xZqQD9Ur3SuA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=83.60699&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Moody's+Electric+Inc./@30.6419937,-88.258195,9z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a63dc30e1fcbf:0x73be265cb0e8645b!8m2!3d30.8103856!4d-87.7700139?hl=en"
464,290,"Baldwin County, Alabama Electrician",The Great S Electrical Services Inc,"111 W Myrtle Ave Suite 6, Foley, AL 36535",111 W Myrtle Ave Suite 6,Foley,AL,36535,"C838+H4 Foley, Alabama",thegreatselectrical.com,(251) 943-5568,default@example.com,,,,"30,4039468","-87,6847317",,Electrician,5,3,//geo2.ggpht.com/cbk?panoid=-dJe6XKNVdG_fvG4xxMcLQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=171.62004&pitch=0&thumbfov=100,,,,,,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,Closed,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/The+Great+S+Electrical+Services+Inc/@30.6419937,-88.258195,9z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a0f0649cdf34f:0x8a640442ac989eb7!8m2!3d30.4039468!4d-87.6847317?hl=en"
465,289,"Baldwin County, Alabama Electrician",Bryant's Electric LLC.,"20637 Chesapeake Dr, Robertsdale, AL 36567",20637 Chesapeake Dr,Robertsdale,AL,36567,"G7GW+6Q Robertsdale, Alabama",bryantelectricllc.org,(251) 284-1350,default@example.com,,,,"30,5255021","-87,7030987",,Electrician,5,23,https://lh5.googleusercontent.com/p/AF1QipMTPNReW4HylifzblPVpPOl0YMmDReurFXfIYii=w408-h306-k-no,,,,,,8AM–4:30PM,8AM–4:30PM,8AM–4:30PM,8AM–4:30PM,8AM–4:30PM,Closed,Closed,,"All, Latest, By owner, Videos","https://www.google.com/maps/place/Bryant's+Electric+LLC./@29.5394666,-88.9530049,6z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889af99cb72b9531:0x8d90db42e1bbbca0!8m2!3d30.5255021!4d-87.7030987?hl=en"
466,288,"Baldwin County, Alabama Electrician",Calametti & Son Electric,"14449 Scenic Hwy 98, Fairhope, AL 36532",14449 Scenic Hwy 98,Fairhope,AL,36532,"C3PQ+47 Fairhope, Alabama",,(251) 604-3841,default@example.com,,,,"30,4352882","-87,9118667",Claim this business,Electrician,5,1,//geo0.ggpht.com/cbk?panoid=-c-U8Lb311AszrRCKxVcaw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=267.91656&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Calametti+%26+Son+Electric/@29.5394666,-88.9530049,6z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a3e9666649dbf:0x63176831dad72dfd!8m2!3d30.4352882!4d-87.9118667?hl=en"
467,286,"Baldwin County, Alabama Electrician",Ron Hodges Electric Inc,"13930 Co Rd 48, Silverhill, AL 36576",13930 Co Rd 48,Silverhill,AL,36576,"G6F7+6M Silverhill, Alabama",,(251) 928-0358,default@example.com,,,,"30,523081","-87,785775",Claim this business,Electrician,,,//geo3.ggpht.com/cbk?panoid=qqIlx7qxusqQQM8hAWnvEA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=182.18396&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Ron+Hodges+Electric+Inc/@29.5394666,-88.9530049,6z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a6b5ad11279c5:0x1733c172addfc15f!8m2!3d30.523081!4d-87.785775?hl=en"
468,285,"Baldwin County, Alabama Electrician","Smoot Electric Company, LLC","566 Southern Run, Fairhope, AL 36532",566 Southern Run,Fairhope,AL,36532,"G34V+P5 Fairhope, Alabama",business.site,(251) 279-0853,default@example.com,,,,"30,506799","-87,9070654",,Electrician,,,//geo0.ggpht.com/cbk?panoid=LpQUBxxvBFYE66dSAkpgSQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=275.6642&pitch=0&thumbfov=100,,,,,,8:30AM–4PM,8:30AM–4PM,10AM–4PM,8:30AM–4PM,8:30AM–4PM,Closed,Closed,,"All, Street View & 360°","https://www.google.com/maps/place/Smoot+Electric+Company,+LLC/@29.5394666,-88.9530049,6z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a3f4471cf1e6b:0x16509114b018aa4c!8m2!3d30.506799!4d-87.9070654?hl=en"
469,284,"Baldwin County, Alabama Electrician",Kirkpatrick Electric,"12069 Co Rd 83, Elberta, AL 36530",12069 Co Rd 83,Elberta,AL,36530,"CC32+2M Elberta, Alabama",,(251) 986-8456,default@example.com,,,,"30,4025378","-87,5983119",Claim this business,Electrician,5,1,//geo1.ggpht.com/cbk?panoid=9PwFLr8TDl7xIBg1cdU3lw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=300.36002&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Kirkpatrick+Electric/@29.5394666,-88.9530049,6z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a0967faa60745:0xf8f63d497bb2d3ff!8m2!3d30.4025378!4d-87.5983119?hl=en"
470,283,"Baldwin County, Alabama Electrician",RCI Electric,"7041 Roscoe Rd, Gulf Shores, AL 36542",7041 Roscoe Rd,Gulf Shores,AL,36542,"89G3+RJ Gulf Shores, Alabama",rcielec.com,(251) 943-2169,default@example.com,,,,"30,3270064","-87,6459118",,Electrician,"4,6",11,https://lh5.googleusercontent.com/p/AF1QipPyBrbMY08IYEz_vEA5K_Oq18Q3xA4xvlcYu5tL=w408-h272-k-no,,,,,,9AM–5PM,9AM–5PM,9AM–5PM,9AM–5PM,9AM–5PM,9AM–5PM,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/RCI+Electric/@29.5394666,-88.9530049,6z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a0f639fda12ed:0xb726b7e3e71d51d6!8m2!3d30.3270064!4d-87.6459118?hl=en"
471,282,"Baldwin County, Alabama Electrician",AO Electric Company,"8788 Lake View Dr, Fairhope, AL 36532",8788 Lake View Dr,Fairhope,AL,36532,"G43H+92 Fairhope, Alabama",aoelectricco.com,(251) 979-7532,default@example.com,,,,"30,503409","-87,8724861",,Electrician,5,1,https://lh5.googleusercontent.com/p/AF1QipPdAIlsdACvAMNUudbixfnf86WoLNNrq1_BaUV8=w408-h839-k-no,,,,,,,,,,,,,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/AO+Electric+Company/@29.5394666,-88.9530049,6z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a3ff30cabffff:0x745bee9dba00a815!8m2!3d30.503409!4d-87.8724861?hl=en"
472,281,"Baldwin County, Alabama Electrician",Gulf States Electric Contractor Inc,"25554 Co Rd 13, Daphne, AL 36526",25554 Co Rd 13,Daphne,AL,36526,"J42J+RC Daphne, Alabama",,(251) 621-2201,default@example.com,,,,"30,6020801","-87,8689486",Claim this business,Electrician,,,//geo3.ggpht.com/cbk?panoid=RG_8RICK0JLINjl6GzqM-g&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=278.62912&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Gulf+States+Electric+Contractor+Inc/@29.5394666,-88.9530049,6z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a41f61b1221d7:0xedb96cc6b6722e22!8m2!3d30.6020801!4d-87.8689486?hl=en"
473,280,"Baldwin County, Alabama Electrician",Green Electric,"9091 Hard Dr, Foley, AL 36535",9091 Hard Dr,Foley,AL,36535,"974M+PP Foley, Alabama",greenelectriconline.net,(251) 968-7349,default@example.com,,,,"30,3567737","-87,7156949",,Electrician,"4,8",4,//geo2.ggpht.com/cbk?panoid=_rqh-sOW7OYZ6KSK0I2sAw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=261.82373&pitch=0&thumbfov=100,,,,,,8AM–4PM,8AM–4PM,8AM–4PM,8AM–4PM,8AM–4PM,Closed,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Green+Electric/@29.5394666,-88.9530049,6z/data=!4m8!1m2!2m1!1sBaldwin+County,+Alabama+Electrician!3m4!1s0x889a103840d3ad3f:0x5b5970ece9fe52ee!8m2!3d30.3567737!4d-87.7156949?hl=en"
